found,company,score,signals,why,evidence_url,more_evidence,website,sources
2026-09-21,n8n,60,sandbox_job;ai_agent;recent_hiring,"+30 job ""Senior Product Manager - Core Platform (Engine, Scale & Reliability)"" mentions code execution | +20 on the AI-agent seed list | +10 posted ""Forward Deployed Engineer - EMEA"" on 2026-09-15",https://jobs.ashbyhq.com/n8n/d418f8fb-b2f2-405e-8f22-db73dcf4e8b4,https://jobs.ashbyhq.com/n8n/566726ff-a159-4943-9a07-0f8537530057 https://jobs.ashbyhq.com/n8n/c9fc97fa-a473-4133-b3cb-502785649ecd,,ashby board
2026-09-21,Open CMIT,60,competitor_sdk;ai_agent,+40 opencmit/JoinAI-Agent imports the E2B SDK | +20 GitHub profile or repo describes AI agents,https://github.com/opencmit/JoinAI-Agent/blob/10d680ffa588f4fc990dc8904e7715f62a114485/frontend/package.json,https://github.com/opencmit,https://panjistack.blog.csdn.net/,github
2026-09-21,Perplexity,60,sandbox_job;ai_agent;recent_hiring,"+30 job ""Member of Technical Staff (Software Engineer, Backend Platform)"" mentions sandbox | +20 on the AI-agent seed list | +10 posted ""Member of Technical Staff, AI Products (Early Career - Industry)"" on 2026-09-20",https://jobs.ashbyhq.com/perplexity/7795683f-6c5f-40cd-af2d-51294edddd4b,https://jobs.ashbyhq.com/perplexity/d5bc2302-202f-4596-9c4d-8720d1e79064 https://jobs.ashbyhq.com/perplexity/daa9120e-94ff-46e0-b4bd-4d2d290cb409,,ashby board
2026-09-21,PipesHub - The Open Source Workplace AI,60,competitor_sdk;ai_agent,+40 pipeshub-ai/pipeshub-ai imports the E2B SDK | +20 GitHub profile or repo describes AI agents,https://github.com/pipeshub-ai/pipeshub-ai/blob/e92bedc4cdade38d56219d6f02b4c8c1691bf397/backend/python/app/agent_loop_lib/sandbox/coding/factories/e2b.py,https://github.com/pipeshub-ai,https://pipeshub.com/,github
2026-09-21,Replit,60,sandbox_job;ai_agent;recent_hiring,"+30 job ""AI Agent Security Architect"" mentions Firecracker, code execution, gVisor, microVM, sandbox | +20 on the AI-agent seed list | +10 posted ""Staff Site Reliability Engineer"" on 2026-09-18",https://jobs.ashbyhq.com/replit/df7b6d30-9da1-4ace-8121-17c2aa55aa6f,https://jobs.ashbyhq.com/replit/2f1de5f1-48c2-4104-a697-a51fe1620508 https://jobs.ashbyhq.com/replit/f508992f-5b26-4ab1-816d-d17f121d208b,,ashby board
2026-09-21,Rivet,60,competitor_sdk;ai_agent,+40 rivet-dev/sandbox-agent imports the E2B SDK | +20 GitHub profile or repo describes AI agents,https://github.com/rivet-dev/sandbox-agent/blob/bbc195cc3fb5a1dd9cb05d8437442768c511e17e/sdks/typescript/package.json,https://github.com/rivet-dev,https://rivet.dev,github
2026-09-21,Scale AI,60,sandbox_job;ai_agent;recent_hiring,"+30 job ""AI Infrastructure Engineer, Sandbox Platform"" mentions Firecracker, Kata Containers, code execution, gVisor, sandbox | +20 on the AI-agent seed list | +10 posted ""Payroll Analyst"" on 2026-09-18",https://job-boards.greenhouse.io/scaleai/jobs/4717105005,https://job-boards.greenhouse.io/scaleai/jobs/4715970005 https://job-boards.greenhouse.io/scaleai/jobs/4734728005,,greenhouse board
2026-09-21,Sierra,60,sandbox_job;ai_agent;recent_hiring,"+30 job ""Software Engineer, Security"" mentions sandbox | +20 on the AI-agent seed list | +10 posted ""Strategist, Agent Development - Flagship Deployment"" on 2026-09-18",https://jobs.ashbyhq.com/sierra/201c6046-acb5-4fd4-a685-e993f34ec0d1,https://jobs.ashbyhq.com/sierra/8152eaf6-012b-4154-95e2-7d6c52faba93 https://jobs.ashbyhq.com/sierra/15f81581-ad9c-4b03-8ed7-097fbbce0469,,ashby board
2026-09-21,Supabase,60,sandbox_job;ai_agent;recent_hiring,"+30 job ""Software Engineer - Branching"" mentions sandbox | +20 on the AI-agent seed list | +10 posted ""FinOps Engineer "" on 2026-09-16",https://jobs.ashbyhq.com/supabase/06752423-eebb-472c-95b5-c7ff2559fd60,https://jobs.ashbyhq.com/supabase/23c9ce7e-6b7b-4316-8f00-8f318e902441 https://jobs.ashbyhq.com/supabase/fab1525f-3d89-4d1c-9094-84d21647415e,,ashby board
2026-09-21,Together AI,60,sandbox_job;ai_agent;recent_hiring,"+30 job ""Senior Software Engineer - Together Cloud Infrastructure"" mentions Cloud Hypervisor | +20 on the AI-agent seed list | +10 posted ""Research Intern, Frontier Agents (Summer 2027)"" on 2026-09-18",https://job-boards.greenhouse.io/togetherai/jobs/4749787007,https://job-boards.greenhouse.io/togetherai/jobs/5180155007 https://job-boards.greenhouse.io/togetherai/jobs/5238468007,,greenhouse board
2026-09-21,Upsonic,60,competitor_sdk;ai_agent,+40 Upsonic/Upsonic imports the E2B SDK | +20 GitHub profile or repo describes AI agents,https://github.com/Upsonic/Upsonic/blob/101f0313b0ddb96cd4078354879b2ff57005db29/src/upsonic/tools/custom_tools/e2b.py,https://github.com/Upsonic,https://docs.upsonic.ai/,github
2026-09-21,Relevance AI,50,sandbox_job;ai_agent,"+30 job ""Staff AI Platform Engineer"" mentions sandbox | +20 on the AI-agent seed list",https://jobs.ashbyhq.com/relevanceai/cfc7da1e-7e0a-488a-a39c-26536baeefba,https://jobs.ashbyhq.com/relevanceai/ddc1b147-ecfc-4389-a1aa-fbdfb11a2cb6,,ashby board
2026-09-21,21st Labs,40,competitor_sdk,+40 21st-dev/21st-sdk imports the E2B SDK,https://github.com/21st-dev/21st-sdk/blob/f5cb33f6ea66c90937b0fccfc0d93bf7120a91a3/apps/relay/package.json,,https://21st.dev,github
2026-09-21,Agentics Foundation,40,competitor_sdk,+40 agenticsorg/sparc2 imports the E2B SDK,https://github.com/agenticsorg/sparc2/blob/01bf771ae18f6199d2e4e4e2c8a004a966a15e51/package.json,,agentics.org,github
2026-09-21,AutoGPT,40,competitor_sdk,+40 Significant-Gravitas/AutoGPT imports the E2B SDK,https://github.com/Significant-Gravitas/AutoGPT/blob/cdc8611c83a2b5270499c3f93437bfcab2d272c4/autogpt_platform/backend/backend/copilot/context.py,,agpt.co,github
2026-09-21,Azure Samples,40,competitor_sdk,+40 Azure-Samples/llama-index-python imports the E2B SDK,https://github.com/Azure-Samples/llama-index-python/blob/06663921cd16004378c9736646f71d73c41b0242/package.json,,https://learn.microsoft.com/azure,github
2026-09-21,Bytedance Inc.,40,competitor_sdk,+40 bytedance/deer-flow imports the E2B SDK,https://github.com/bytedance/deer-flow/blob/29d285731b326a728a9df33d3641f73b68bbe48b/backend/packages/harness/deerflow/community/e2b_sandbox/e2b_sandbox_provider.py,,https://opensource.bytedance.com,github
2026-09-21,DataStax,40,competitor_sdk,+40 datastax/astra-assistants-api imports the E2B SDK,https://github.com/datastax/astra-assistants-api/blob/6328c717fa9e3803b692329eb9899553aec08b2c/client/astra_assistants/tools/e2b_code_interpreter.py,,www.datastax.com,github
2026-09-21,daydreams,40,competitor_sdk,+40 daydreamsai/daydreams imports the E2B SDK,https://github.com/daydreamsai/daydreams/blob/e3231c3de1082114162a7432aa1a468bcbc04c7e/package.json,,https://daydreams.systems,github
2026-09-21,Harbor,40,competitor_sdk,+40 harbor-framework/harbor imports the E2B SDK,https://github.com/harbor-framework/harbor/blob/71c77fdd119df12eb6ab56e5bc0f29bf62fad338/src/harbor/environments/e2b.py,,https://harborframework.com/,github
2026-09-21,HASH,40,competitor_sdk,+40 hashintel/hash imports the E2B SDK,https://github.com/hashintel/hash/blob/50a609dfbb72289cbbc987f9a3fffe706548a46d/apps/hash-ai-worker-ts/package.json,,https://hash.ai/,github
2026-09-21,Hugging Face,40,competitor_sdk,+40 huggingface/smolagents imports the E2B SDK,https://github.com/huggingface/smolagents/blob/30bb1161095dbae2271e6bc3cc4c219cc3897a57/src/smolagents/remote_executors.py,,https://huggingface.co/,github
2026-09-21,Khoj AI,40,competitor_sdk,+40 khoj-ai/khoj imports the E2B SDK,https://github.com/khoj-ai/khoj/blob/ae229ca894c0b80ad84664afcfdde523b5e87057/src/khoj/processor/tools/run_code.py,,https://khoj.dev,github
2026-09-21,LlamaIndex,40,competitor_sdk,+40 run-llama/chat-llamaindex imports the E2B SDK,https://github.com/run-llama/chat-llamaindex/blob/179c907196cf4f63f6d3ae1beb192186a1e00a0c/package.json,,https://llamaindex.ai,github
2026-09-21,Maitrix.org,40,competitor_sdk,+40 maitrix-org/easyweb imports the E2B SDK,https://github.com/maitrix-org/easyweb/blob/d2b56bc228541d2af2abb1de9c0c440ad830d30c/easyweb/runtime/e2b/process.py,,https://maitrix.org,github
2026-09-21,OpenAI,40,competitor_sdk,+40 openai/openai-agents-python imports the E2B SDK,https://github.com/openai/openai-agents-python/blob/78e5b4d6bdf18f4eb694d8d7803ba1dea43dd25d/src/agents/extensions/sandbox/e2b/sandbox.py,,https://openai.com/,github
2026-09-21,Pragmatic ML,40,competitor_sdk,+40 PragmaticMachineLearning/probly imports the E2B SDK,https://github.com/PragmaticMachineLearning/probly/blob/e5f0b98d0de54563e83e05e576c6f4b8745d796b/package.json,,https://www.pragmatic.ml,github
2026-09-21,Sentient Foundation,40,competitor_sdk,+40 sentient-agi/ROMA imports the E2B SDK,https://github.com/sentient-agi/ROMA/blob/a6e3bb4f9e0694375fa627fa4b8bf8cae50592a6/src/roma_dspy/tools/core/e2b.py,,https://sentient.foundation/,github
2026-09-21,Skywork,40,competitor_sdk,+40 SkyworkAI/DeepResearchAgent imports the E2B SDK,https://github.com/SkyworkAI/DeepResearchAgent/blob/5e3c95d14266f8c4aa6a5deae1fe165c7cd1b87b/src/tool/default_tools/executor/remote_executors.py,,https://skywork.ai/,github
2026-09-21,Superagent,40,competitor_sdk,+40 superagent-ai/super-rag imports the E2B SDK,https://github.com/superagent-ai/super-rag/blob/de60ec63d7c531345cd8892e4828124b3fa0f294/service/code_interpreter.py,,https://superagent.sh,github
2026-09-21,Teahouse Studios 茶馆工作室,40,competitor_sdk,+40 Teahouse-Studios/akari-bot imports the E2B SDK,https://github.com/Teahouse-Studios/akari-bot/blob/aab11f74912c9acea7c9052cb60a3c8025dce699/modules/ai/tools/execute_python_code.py,,https://teahouse.team/,github
2026-09-21,Tencent Cloud,40,competitor_sdk_example;ai_agent,+20 TencentCloud/CubeSandbox uses the E2B SDK in an example or integration | +20 GitHub profile or repo describes AI agents,https://github.com/TencentCloud/CubeSandbox/blob/20e1e4db06ff2abacada20292568de70740a3f70/CubeAPI/examples/cmd.py,https://github.com/TencentCloud,https://cloud.tencent.com/,github
2026-09-21,Tencent Cloud ADP,40,competitor_sdk,+40 TencentCloudADP/youtu-agent imports the E2B SDK,https://github.com/TencentCloudADP/youtu-agent/blob/c2caa539f4c95ae1c39ed24dc8a99cb3651e1d5d/utu/env/e2b_env.py,,https://www.tencentcloud.com/products/tcadp,github
2026-09-21,Twenty,40,competitor_sdk,+40 twentyhq/twenty imports the E2B SDK,https://github.com/twentyhq/twenty/blob/28460e1488f960ccd8d0226cab2c8f21457d9912/packages/twenty-server/package.json,,https://twenty.com,github
2026-09-21,VerifyWise,40,competitor_sdk,+40 verifywise-ai/verifywise imports the E2B SDK,https://github.com/verifywise-ai/verifywise/blob/489bb86b5cd22ea63cc3775994b6bca1f60767f6/Servers/package.json,,https://verifywise.ai,github
2026-09-21,Wasmer,40,competitor_sdk,+40 wasmerio/wasmer-sdk imports the E2B SDK,https://github.com/wasmerio/wasmer-sdk/blob/888113e82b5439fb6b9f7d6609d5d1948d8db67d/benchmarks/sandboxes/benchmark.py,,https://wasmer.io,github
2026-09-21,XYZ AI Lab,40,competitor_sdk,+40 XYZ-AI-Lab/AxisAgentic imports the E2B SDK,https://github.com/XYZ-AI-Lab/AxisAgentic/blob/0aa54b14307942edc4401831110d8e7f726ec738/agentic/tools/code_sandbox/code_exec.py,,https://xyz-lab.ai,github
2026-09-21,yWorks GmbH,40,competitor_sdk,+40 yWorks/yfiles-graph-for-create-llama imports the E2B SDK,https://github.com/yWorks/yfiles-graph-for-create-llama/blob/4e360fc090dc53d84c809a6f0969d5586d986da0/frontend/package.json,,https://www.yworks.com,github
2026-09-21,Braintrust,30,ai_agent;recent_hiring,"+20 on the AI-agent seed list | +10 posted ""Developer Support Engineer (London)"" on 2026-09-09",https://jobs.ashbyhq.com/braintrust/319c6491-53c1-46cf-868d-f3b4acba650c,https://jobs.ashbyhq.com/braintrust/8eab6b79-6c58-4a17-b93e-4b9fc5cbfbb5,,ashby board
2026-09-21,Cursor,30,ai_agent;recent_hiring,"+20 on the AI-agent seed list | +10 posted ""AI Deployment Manager - Singapore"" on 2026-09-18",https://jobs.ashbyhq.com/cursor/0ec39ed7-a5dc-4551-bb26-b7f4f9fb4a74,https://jobs.ashbyhq.com/cursor/e3ccb495-a8a3-4ff0-a27b-262188abb9df,,ashby board
2026-09-21,Dust,30,ai_agent;recent_hiring,"+20 on the AI-agent seed list | +10 posted ""Senior Product Manager"" on 2026-09-10",https://jobs.ashbyhq.com/dust/58b990de-e5a2-4e60-ab42-f76b67b11183,https://jobs.ashbyhq.com/dust/69788d02-09d2-43f3-9620-183d6552dae6,,ashby board
2026-09-21,Factory,30,ai_agent;recent_hiring,"+20 on the AI-agent seed list | +10 posted ""VP of Revenue Marketing"" on 2026-09-18",https://jobs.ashbyhq.com/factory/61134c60-4c43-45b3-a8d0-f11548bd9088,https://jobs.ashbyhq.com/factory/3f76353b-208d-4f8e-9258-d382120d9bbc,,ashby board
2026-09-21,Glean,30,ai_agent;recent_hiring,"+20 on the AI-agent seed list | +10 posted ""Commercial Account Executive, Central"" on 2026-09-18",https://job-boards.greenhouse.io/gleanwork/jobs/4724189005,https://job-boards.greenhouse.io/gleanwork/jobs/4735493005,,greenhouse board
