found,company,score,signals,why,evidence_url,more_evidence,website,sources
2026-09-22,Intelligent-Internet,60,competitor_sdk;ai_agent,+40 Intelligent-Internet/ii-agent imports the E2B SDK | +20 GitHub profile or repo describes AI agents,https://github.com/Intelligent-Internet/ii-agent/blob/28563d6b738ac24df2c52048bd950afd7db4f4b7/src/ii_agent/agents/tools/e2b.py,https://github.com/Intelligent-Internet,https://ii.inc/,github
2026-09-22,Lovable,60,sandbox_job;ai_agent;recent_hiring,"+30 job ""Software Engineer, Platform (Infrastructure)"" mentions gVisor, sandbox | +20 on the AI-agent seed list | +10 posted ""Senior Mobile Engineer "" on 2026-09-22",https://jobs.ashbyhq.com/lovable/920b4099-00bc-4d5e-9469-2c955ef3a662,https://jobs.ashbyhq.com/lovable/cfef6fe1-e0c9-4139-8618-b51bfb1dc683 https://jobs.ashbyhq.com/lovable/64964fb3-848a-4bd0-8e66-6e54e99a8eca,,ashby board
2026-09-22,Mintlify,60,sandbox_job;ai_agent;recent_hiring,"+30 job ""Backend Engineer"" mentions agent infrastructure | +20 on the AI-agent seed list | +10 posted ""Senior Platform Engineer"" on 2026-09-20",https://jobs.ashbyhq.com/mintlify/4da2f7a2-3d5a-4652-bf01-aed59f4cb72b,https://jobs.ashbyhq.com/mintlify/db16fe6d-e564-4fb3-a3ff-22564a8de699 https://jobs.ashbyhq.com/mintlify/2e61e198-fb04-4de8-b786-3038dc0a5934,,ashby board
2026-09-22,n8n,60,sandbox_job;ai_agent;recent_hiring,"+30 job ""Senior Product Manager - Core Platform (Engine, Scale & Reliability)"" mentions code execution | +20 on the AI-agent seed list | +10 posted ""Head of People Operations & Tech"" on 2026-09-21",https://jobs.ashbyhq.com/n8n/d418f8fb-b2f2-405e-8f22-db73dcf4e8b4,https://jobs.ashbyhq.com/n8n/566726ff-a159-4943-9a07-0f8537530057 https://jobs.ashbyhq.com/n8n/a5e8e2fa-a83d-49d5-b27a-2ce46f3b727a,,ashby board
2026-09-22,Open CMIT,60,competitor_sdk;ai_agent,+40 opencmit/JoinAI-Agent imports the E2B SDK | +20 GitHub profile or repo describes AI agents,https://github.com/opencmit/JoinAI-Agent/blob/10d680ffa588f4fc990dc8904e7715f62a114485/frontend/package.json,https://github.com/opencmit,https://panjistack.blog.csdn.net/,github
2026-09-22,Perplexity,60,sandbox_job;ai_agent;recent_hiring,"+30 job ""Member of Technical Staff (Software Engineer, Backend Platform)"" mentions sandbox | +20 on the AI-agent seed list | +10 posted ""Payroll Analyst"" on 2026-09-21",https://jobs.ashbyhq.com/perplexity/7795683f-6c5f-40cd-af2d-51294edddd4b,https://jobs.ashbyhq.com/perplexity/d5bc2302-202f-4596-9c4d-8720d1e79064 https://jobs.ashbyhq.com/perplexity/5080dab5-7eb7-4cb2-9e2c-c61531fd3ad1,,ashby board
2026-09-22,PipesHub - The Open Source Workplace AI,60,competitor_sdk;ai_agent,+40 pipeshub-ai/pipeshub-ai imports the E2B SDK | +20 GitHub profile or repo describes AI agents,https://github.com/pipeshub-ai/pipeshub-ai/blob/9de545fa68db3bcde1740e81bee72339d5df7de0/backend/python/app/agent_loop_lib/sandbox/coding/factories/e2b.py,https://github.com/pipeshub-ai,https://pipeshub.com/,github
2026-09-22,Replit,60,sandbox_job;ai_agent;recent_hiring,"+30 job ""AI Agent Security Architect"" mentions Firecracker, code execution, gVisor, microVM, sandbox | +20 on the AI-agent seed list | +10 posted ""Staff Software Engineer, Agentic Commerce & Payments "" on 2026-09-21",https://jobs.ashbyhq.com/replit/df7b6d30-9da1-4ace-8121-17c2aa55aa6f,https://jobs.ashbyhq.com/replit/2f1de5f1-48c2-4104-a697-a51fe1620508 https://jobs.ashbyhq.com/replit/22e99380-e48c-4bc3-a870-721411b22957,,ashby board
2026-09-22,Rivet,60,competitor_sdk;ai_agent,+40 rivet-dev/sandbox-agent imports the E2B SDK | +20 GitHub profile or repo describes AI agents,https://github.com/rivet-dev/sandbox-agent/blob/bbc195cc3fb5a1dd9cb05d8437442768c511e17e/sdks/typescript/package.json,https://github.com/rivet-dev,https://rivet.dev,github
2026-09-22,Scale AI,60,sandbox_job;ai_agent;recent_hiring,"+30 job ""AI Infrastructure Engineer, Sandbox Platform"" mentions Firecracker, Kata Containers, code execution, gVisor, sandbox | +20 on the AI-agent seed list | +10 posted ""Payroll Analyst"" on 2026-09-18",https://job-boards.greenhouse.io/scaleai/jobs/4717105005,https://job-boards.greenhouse.io/scaleai/jobs/4715970005 https://job-boards.greenhouse.io/scaleai/jobs/4734728005,,greenhouse board
2026-09-22,Sierra,60,sandbox_job;ai_agent;recent_hiring,"+30 job ""Software Engineer, Security"" mentions sandbox | +20 on the AI-agent seed list | +10 posted ""Enterprise Sales Engineer (Spain)"" on 2026-09-22",https://jobs.ashbyhq.com/sierra/201c6046-acb5-4fd4-a685-e993f34ec0d1,https://jobs.ashbyhq.com/sierra/8152eaf6-012b-4154-95e2-7d6c52faba93 https://jobs.ashbyhq.com/sierra/39355227-d7a2-4066-b930-2bf2eeebc20c,,ashby board
2026-09-22,Supabase,60,sandbox_job;ai_agent;recent_hiring,"+30 job ""Software Engineer - Branching"" mentions sandbox | +20 on the AI-agent seed list | +10 posted ""FinOps Engineer "" on 2026-09-16",https://jobs.ashbyhq.com/supabase/06752423-eebb-472c-95b5-c7ff2559fd60,https://jobs.ashbyhq.com/supabase/23c9ce7e-6b7b-4316-8f00-8f318e902441 https://jobs.ashbyhq.com/supabase/fab1525f-3d89-4d1c-9094-84d21647415e,,ashby board
2026-09-22,Together AI,60,sandbox_job;ai_agent;recent_hiring,"+30 job ""Senior Software Engineer - Together Cloud Infrastructure"" mentions Cloud Hypervisor | +20 on the AI-agent seed list | +10 posted ""Research Intern, Frontier Agents (Summer 2027)"" on 2026-09-18",https://job-boards.greenhouse.io/togetherai/jobs/4749787007,https://job-boards.greenhouse.io/togetherai/jobs/5180155007 https://job-boards.greenhouse.io/togetherai/jobs/5238468007,,greenhouse board
2026-09-22,Upsonic,60,competitor_sdk;ai_agent,+40 Upsonic/Upsonic imports the E2B SDK | +20 GitHub profile or repo describes AI agents,https://github.com/Upsonic/Upsonic/blob/101f0313b0ddb96cd4078354879b2ff57005db29/src/upsonic/tools/custom_tools/e2b.py,https://github.com/Upsonic,https://docs.upsonic.ai/,github
2026-09-22,Relevance AI,50,sandbox_job;ai_agent,"+30 job ""Staff AI Platform Engineer"" mentions sandbox | +20 on the AI-agent seed list",https://jobs.ashbyhq.com/relevanceai/cfc7da1e-7e0a-488a-a39c-26536baeefba,https://jobs.ashbyhq.com/relevanceai/ddc1b147-ecfc-4389-a1aa-fbdfb11a2cb6,,ashby board
2026-09-22,21st Labs,40,competitor_sdk,+40 21st-dev/21st-sdk imports the E2B SDK,https://github.com/21st-dev/21st-sdk/blob/f5cb33f6ea66c90937b0fccfc0d93bf7120a91a3/apps/relay/package.json,,https://21st.dev,github
2026-09-22,Agentics Foundation,40,competitor_sdk,+40 agenticsorg/sparc2 imports the E2B SDK,https://github.com/agenticsorg/sparc2/blob/01bf771ae18f6199d2e4e4e2c8a004a966a15e51/package.json,,agentics.org,github
2026-09-22,AutoGPT,40,competitor_sdk,+40 Significant-Gravitas/AutoGPT imports the E2B SDK,https://github.com/Significant-Gravitas/AutoGPT/blob/cdc8611c83a2b5270499c3f93437bfcab2d272c4/autogpt_platform/backend/backend/copilot/context.py,,agpt.co,github
2026-09-22,Azure Samples,40,competitor_sdk,+40 Azure-Samples/llama-index-python imports the E2B SDK,https://github.com/Azure-Samples/llama-index-python/blob/06663921cd16004378c9736646f71d73c41b0242/package.json,,https://learn.microsoft.com/azure,github
2026-09-22,Bytedance Inc.,40,competitor_sdk,+40 bytedance/deer-flow imports the E2B SDK,https://github.com/bytedance/deer-flow/blob/53352287a7197cc609379536e9d2ee5580740add/backend/packages/harness/deerflow/community/e2b_sandbox/e2b_sandbox_provider.py,,https://opensource.bytedance.com,github
2026-09-22,DataStax,40,competitor_sdk,+40 datastax/astra-assistants-api imports the E2B SDK,https://github.com/datastax/astra-assistants-api/blob/6328c717fa9e3803b692329eb9899553aec08b2c/client/astra_assistants/tools/e2b_code_interpreter.py,,www.datastax.com,github
2026-09-22,daydreams,40,competitor_sdk,+40 daydreamsai/daydreams imports the E2B SDK,https://github.com/daydreamsai/daydreams/blob/e3231c3de1082114162a7432aa1a468bcbc04c7e/package.json,,https://daydreams.systems,github
2026-09-22,Grills,40,competitor_sdk,+40 grillsdev/grills imports the E2B SDK,https://github.com/grillsdev/grills/blob/dce96be6b12ede3a9ff5b8ea555aa16d42f859b9/package.json,,https://grills.dev,github
2026-09-22,Harbor,40,competitor_sdk,+40 harbor-framework/harbor imports the E2B SDK,https://github.com/harbor-framework/harbor/blob/bac9a80d1d63a0265cf85e8fe18f1b752dad62d7/src/harbor/environments/e2b.py,,https://harborframework.com/,github
2026-09-22,Hugging Face,40,competitor_sdk,+40 huggingface/smolagents imports the E2B SDK,https://github.com/huggingface/smolagents/blob/30bb1161095dbae2271e6bc3cc4c219cc3897a57/src/smolagents/remote_executors.py,,https://huggingface.co/,github
2026-09-22,Khoj AI,40,competitor_sdk,+40 khoj-ai/khoj imports the E2B SDK,https://github.com/khoj-ai/khoj/blob/ae229ca894c0b80ad84664afcfdde523b5e87057/src/khoj/processor/tools/run_code.py,,https://khoj.dev,github
2026-09-22,Kubiks,40,competitor_sdk,+40 kubiks-inc/otel imports the E2B SDK,https://github.com/kubiks-inc/otel/blob/595b6eea7c29cd2f40825c53102e90407bc2b34c/packages/otel-e2b/package.json,,https://kubiks.ai/,github
2026-09-22,LlamaIndex,40,competitor_sdk,+40 run-llama/chat-llamaindex imports the E2B SDK,https://github.com/run-llama/chat-llamaindex/blob/179c907196cf4f63f6d3ae1beb192186a1e00a0c/package.json,,https://llamaindex.ai,github
2026-09-22,Maitrix.org,40,competitor_sdk,+40 maitrix-org/easyweb imports the E2B SDK,https://github.com/maitrix-org/easyweb/blob/d2b56bc228541d2af2abb1de9c0c440ad830d30c/easyweb/runtime/e2b/process.py,,https://maitrix.org,github
2026-09-22,OpenAI,40,competitor_sdk,+40 openai/openai-agents-python imports the E2B SDK,https://github.com/openai/openai-agents-python/blob/32edd3c3ecde37a7fb6bf4b082f35f1d8f7f086b/src/agents/extensions/sandbox/e2b/sandbox.py,,https://openai.com/,github
2026-09-22,Pragmatic ML,40,competitor_sdk,+40 PragmaticMachineLearning/probly imports the E2B SDK,https://github.com/PragmaticMachineLearning/probly/blob/e5f0b98d0de54563e83e05e576c6f4b8745d796b/package.json,,https://www.pragmatic.ml,github
2026-09-22,Rhebo GmbH,40,sandbox_job;recent_hiring,"+30 job ""Senior Frontend Developer (f/m/d) - Angular 13"" mentions code execution | +10 posted ""Senior Frontend Developer (f/m/d) - Angular 13"" on 2026-09-22",https://www.arbeitnow.com/jobs/companies/rhebo-gmbh/senior-frontend-developer-angular-13-leipzig-475527,,,arbeitnow
2026-09-22,Sentient Foundation,40,competitor_sdk,+40 sentient-agi/ROMA imports the E2B SDK,https://github.com/sentient-agi/ROMA/blob/a6e3bb4f9e0694375fa627fa4b8bf8cae50592a6/src/roma_dspy/tools/core/e2b.py,,https://sentient.foundation/,github
2026-09-22,Skywork,40,competitor_sdk,+40 SkyworkAI/DeepResearchAgent imports the E2B SDK,https://github.com/SkyworkAI/DeepResearchAgent/blob/5e3c95d14266f8c4aa6a5deae1fe165c7cd1b87b/src/tool/default_tools/executor/remote_executors.py,,https://skywork.ai/,github
2026-09-22,Superagent,40,competitor_sdk,+40 superagent-ai/super-rag imports the E2B SDK,https://github.com/superagent-ai/super-rag/blob/de60ec63d7c531345cd8892e4828124b3fa0f294/service/code_interpreter.py,,https://superagent.sh,github
2026-09-22,Teahouse Studios 茶馆工作室,40,competitor_sdk,+40 Teahouse-Studios/akari-bot imports the E2B SDK,https://github.com/Teahouse-Studios/akari-bot/blob/16df2d05afee2f8ef49bbb26fd8a39eb47edc41f/modules/ai/tools/execute_python_code.py,,https://teahouse.team/,github
2026-09-22,Tencent Cloud,40,competitor_sdk_example;ai_agent,+20 TencentCloud/CubeSandbox uses the E2B SDK in an example or integration | +20 GitHub profile or repo describes AI agents,https://github.com/TencentCloud/CubeSandbox/blob/2f7d553e4bc6957621c4c4ae160c2b16e70df038/CubeAPI/examples/cmd.py,https://github.com/TencentCloud,https://cloud.tencent.com/,github
2026-09-22,Tencent Cloud ADP,40,competitor_sdk,+40 TencentCloudADP/youtu-agent imports the E2B SDK,https://github.com/TencentCloudADP/youtu-agent/blob/c2caa539f4c95ae1c39ed24dc8a99cb3651e1d5d/utu/env/e2b_env.py,,https://www.tencentcloud.com/products/tcadp,github
2026-09-22,Twenty,40,competitor_sdk,+40 twentyhq/twenty imports the E2B SDK,https://github.com/twentyhq/twenty/blob/978ca80d203e97440af3b74120e746594231ddf9/packages/twenty-server/package.json,,https://twenty.com,github
2026-09-22,VerifyWise,40,competitor_sdk,+40 verifywise-ai/verifywise imports the E2B SDK,https://github.com/verifywise-ai/verifywise/blob/d0ce6df6fbb4bab37812a9152e477b3ad369e5f4/Servers/package.json,,https://verifywise.ai,github
2026-09-22,Wasmer,40,competitor_sdk,+40 wasmerio/wasmer-sdk imports the E2B SDK,https://github.com/wasmerio/wasmer-sdk/blob/04552ec147ddfdcbc775ade5636b64c0b31e885a/benchmarks/sandboxes/benchmark.py,,https://wasmer.io,github
2026-09-22,XYZ AI Lab,40,competitor_sdk,+40 XYZ-AI-Lab/AxisAgentic imports the E2B SDK,https://github.com/XYZ-AI-Lab/AxisAgentic/blob/0aa54b14307942edc4401831110d8e7f726ec738/agentic/tools/code_sandbox/code_exec.py,,https://xyz-lab.ai,github
2026-09-22,yWorks GmbH,40,competitor_sdk,+40 yWorks/yfiles-graph-for-create-llama imports the E2B SDK,https://github.com/yWorks/yfiles-graph-for-create-llama/blob/4e360fc090dc53d84c809a6f0969d5586d986da0/frontend/package.json,,https://www.yworks.com,github
2026-09-22,Zeit Ai,40,sandbox_job;recent_hiring,"+30 job ""Staff Backend Engineer, Platform"" mentions sandbox | +10 posted ""Staff Backend Engineer, Platform"" on 2026-09-22",https://www.arbeitnow.com/jobs/companies/zeit-ai/staff-backend-engineer-platform-munich-363815,,,arbeitnow
2026-09-22,Braintrust,30,ai_agent;recent_hiring,"+20 on the AI-agent seed list | +10 posted ""Developer Support Engineer (London)"" on 2026-09-09",https://jobs.ashbyhq.com/braintrust/319c6491-53c1-46cf-868d-f3b4acba650c,https://jobs.ashbyhq.com/braintrust/8eab6b79-6c58-4a17-b93e-4b9fc5cbfbb5,,ashby board
2026-09-22,Cursor,30,ai_agent;recent_hiring,"+20 on the AI-agent seed list | +10 posted ""Account Executive, Geo Enterprise"" on 2026-09-22",https://jobs.ashbyhq.com/cursor/0ec39ed7-a5dc-4551-bb26-b7f4f9fb4a74,https://jobs.ashbyhq.com/cursor/03b454f2-c586-48cb-a19c-5fc57be55f43,,ashby board
2026-09-22,Dust,30,ai_agent;recent_hiring,"+20 on the AI-agent seed list | +10 posted ""Field Marketing Specialist"" on 2026-09-21",https://jobs.ashbyhq.com/dust/58b990de-e5a2-4e60-ab42-f76b67b11183,https://jobs.ashbyhq.com/dust/a5e1d600-05dd-4e17-96b0-a5f629d5ad11,,ashby board
2026-09-22,Factory,30,ai_agent;recent_hiring,"+20 on the AI-agent seed list | +10 posted ""Web Designer"" on 2026-09-21",https://jobs.ashbyhq.com/factory/61134c60-4c43-45b3-a8d0-f11548bd9088,https://jobs.ashbyhq.com/factory/76230d58-efc3-45fa-8af9-70901be03d7c,,ashby board
2026-09-22,Glean,30,ai_agent;recent_hiring,"+20 on the AI-agent seed list | +10 posted ""Principal Product Marketing Manager, Enterprise Context"" on 2026-09-21",https://job-boards.greenhouse.io/gleanwork/jobs/4724189005,https://job-boards.greenhouse.io/gleanwork/jobs/4736358005,,greenhouse board
